sample_id,P_aeruginosa,P_putida,P_fluorescens,P_stutzeri,P_syringae,P_mendocina,P_alcaligenes,P_chlororaphis,P_protegens,P_synxantha,P_koreensis,P_lundensis,P_plecoglossicida,P_fulva,P_knackmussii,P_monteilii,P_veronii,P_viridiflava,P_brassicacearum,P_trivialis,P_lini,P_rhodesiae,P_gessardii,P_putrefaciens,P_fuscovaginae,P_libanensis,P_entomophila,P_parafulva,P_resinovorans,P_resinicola,P_poe,P_simiae,P_coronafaciens,P_extremorientalis,P_marginalis,P_peli,P_brassicae,P_anguilliseptica,P_pristinamycinicus,P_citronellolis
Nagpur_Cotton_Field_20240315_rep2,428,292,314,213,48,121,155,113,10,17,96,6,122,10,7,19,168,0,59,226,4,23,1,103,47,2,2,160,49,42,25,0,6,107,3,74,111,19,16,5
Nagpur_Cotton_Field_20240315_rep3,1135,3020,640,1279,198,670,621,593,633,6,851,31,585,178,5,416,113,121,491,238,446,22,24,36,125,42,109,193,84,3,537,95,8,165,253,358,89,1233,30,1230
Nagpur_Cotton_Field_20240315_rep4,363,1018,436,716,82,166,311,254,129,3,90,23,2,196,89,11,2,38,41,157,426,5,242,0,22,204,19,53,20,104,273,37,10,24,180,83,148,54,58,31
Nagpur_Cotton_Field_20240315_rep5,16,5,21,399,38,0,71,3,173,117,5,167,199,194,113,0,10,7,283,741,92,8,243,16,58,21,595,0,25,69,172,12,143,33,79,139,28,12,154,35
Nagpur_Cotton_Field_20240415_rep1,100,20,189,273,847,115,5,23,45,991,144,92,85,680,163,222,266,40,380,539,12,464,28,468,89,8,38,287,12,3,103,325,199,211,59,106,144,170,8,132
Nagpur_Cotton_Field_20240415_rep2,584,221,209,156,27,177,171,117,117,2,0,106,197,141,39,56,10,0,75,11,57,222,37,194,103,80,23,101,10,306,157,0,88,49,84,3,5,60,42,6
Nagpur_Cotton_Field_20240415_rep3,1039,451,470,1210,194,259,402,376,146,477,248,223,30,49,298,36,108,411,63,212,15,72,664,73,123,8,5,213,12,49,60,8,81,76,119,128,2,10,8,73
Nagpur_Cotton_Field_20240415_rep4,111,1,86,110,322,7,252,682,17,789,54,227,792,1243,1891,282,282,228,265,425,0,142,169,256,65,21,2,34,44,6,6,0,820,314,416,596,51,0,43,696
Nagpur_Cotton_Field_20240415_rep5,803,83,195,395,1568,63,622,30,504,1411,44,91,144,369,735,11,466,1856,183,1015,407,0,745,102,574,548,126,108,2,622,843,1,78,177,41,20,1251,5,9,89
Nagpur_Cotton_Field_20240415_rep6,243,0,4,2,1118,8,376,59,268,296,110,415,97,177,187,123,25,2,40,1118,109,68,19,339,118,70,36,1,213,138,327,7,646,20,8,3,110,20,30,89
Nagpur_Cotton_Field_20240515_rep1,241,421,395,423,2,580,192,160,226,0,4,4,34,8,77,33,5,383,296,4,50,26,39,4,361,9,45,157,6,194,61,80,96,74,74,130,2,40,99,6
Nagpur_Cotton_Field_20240515_rep2,583,31,1775,587,788,69,711,1,112,1149,42,4,235,686,2372,242,24,132,30,3822,39,171,1200,348,6,627,32,41,250,2,178,208,17,331,109,231,13,183,145,98
Nagpur_Cotton_Field_20240515_rep3,2232,2342,1066,2103,595,799,499,1447,903,372,211,20,368,260,1,1092,20,0,67,420,7,141,352,28,1007,82,35,270,475,707,26,3,58,0,661,1935,715,136,17,64
Nagpur_Cotton_Field_20240515_rep4,160,25,128,446,424,65,351,107,395,5517,43,765,194,2316,1013,241,310,286,32,159,287,311,372,120,1665,310,134,0,14,122,1521,366,811,0,8,1976,101,207,95,238
Nagpur_Cotton_Field_20240515_rep5,1427,3279,937,1146,1198,1373,1261,2348,545,671,260,257,201,430,216,195,42,1,10,97,7,2,1,110,31,309,10,12,100,36,63,5,189,622,21,668,350,35,14,62
Jaipur_Mustard_Farm_20240115_rep1,21,72,228,568,478,0,19,398,335,1147,72,200,1,485,2703,330,479,367,7,1103,148,393,438,0,136,82,365,438,193,222,274,588,138,414,103,12,0,409,0,110
Jaipur_Mustard_Farm_20240115_rep2,10,513,235,277,1670,132,11,51,33,1110,105,1134,292,871,2554,137,28,19,122,1087,258,289,136,70,412,232,0,107,111,293,39,184,189,133,28,506,74,703,28,1
Jaipur_Mustard_Farm_20240115_rep3,60,88,93,11,367,6,1,2,3,77,205,4,0,600,777,192,11,51,37,279,93,82,19,6,49,23,276,4,41,8,46,28,10,268,48,1048,10,138,78,0
Jaipur_Mustard_Farm_20240115_rep4,627,568,386,165,6,231,217,81,55,13,78,8,72,14,9,419,104,0,44,161,4,81,10,21,0,8,3,174,8,50,34,115,167,64,400,225,476,5,316,14
Jaipur_Mustard_Farm_20240215_rep1,100,25,518,220,875,9,69,67,413,2568,483,806,31,1486,1149,60,1705,5,164,2126,1,43,271,31,500,100,28,89,308,0,122,743,11,534,193,67,410,81,206,213
Jaipur_Mustard_Farm_20240215_rep2,26,933,352,38,2352,1,136,27,0,712,19,1837,265,1783,2826,52,482,733,1980,933,937,78,2264,61,307,209,83,263,385,327,79,154,93,377,22,1189,14,8,624,179
Jaipur_Mustard_Farm_20240215_rep3,1173,537,724,670,424,406,322,163,359,132,8,7,9,43,77,359,79,42,1,19,38,69,38,31,2,170,36,26,132,91,7,0,16,28,59,117,61,10,51,302
Jaipur_Mustard_Farm_20240215_rep4,68,17,594,546,1812,95,66,309,195,434,223,793,56,1055,3358,30,753,1,160,964,1,72,483,69,32,1746,13,64,195,189,190,3816,100,0,41,45,101,177,390,595
Jaipur_Mustard_Farm_20240215_rep5,30,5,54,0,798,6,62,241,125,692,27,162,387,2292,233,488,329,23,366,420,47,485,8,20,79,353,0,314,33,17,42,31,31,42,415,12,224,27,180,989
Jaipur_Mustard_Farm_20240315_rep1,67,0,944,128,1235,64,184,1207,356,1007,1,105,1275,527,1406,17,212,1628,137,2505,39,653,18,1847,260,35,150,991,665,49,189,8,257,259,749,1537,51,25,1011,7
Jaipur_Mustard_Farm_20240315_rep2,27,0,14,367,593,1030,41,236,916,712,71,911,50,1129,2471,362,15,479,190,1357,150,518,11,0,120,191,512,107,19,22,10,344,398,232,186,240,199,120,20,21
Jaipur_Mustard_Farm_20240315_rep3,97,218,697,0,1565,493,151,217,0,5168,129,124,565,2476,1690,175,13,121,126,3307,22,450,149,94,35,750,400,9,44,213,165,1,1007,719,166,40,716,193,685,825
Jaipur_Mustard_Farm_20240315_rep4,0,8,19,63,295,6,17,48,0,128,368,20,160,441,1035,103,193,125,63,331,308,282,48,11,35,231,156,278,114,8,49,52,563,19,19,36,92,185,0,17
Jaipur_Mustard_Farm_20240315_rep5,61,485,3,41,522,0,636,27,35,463,137,4,1,858,701,19,0,79,48,283,100,1,96,25,70,186,22,119,105,20,507,79,1,21,267,100,18,85,4,107
Jaipur_Mustard_Farm_20240415_rep1,0,44,122,14,79,96,271,92,16,230,189,83,112,306,246,27,7,0,34,536,60,1,146,27,11,28,249,1,16,379,0,172,36,2,130,7,40,0,87,8
Jaipur_Mustard_Farm_20240415_rep2,7,402,209,118,533,12,325,367,174,1612,2,502,48,999,804,15,62,629,43,398,725,171,206,97,794,1,101,167,169,344,351,7,803,779,621,6,116,391,77,113
Jaipur_Mustard_Farm_20240415_rep3,53,140,193,1,662,16,63,9,50,773,401,211,53,555,146,274,1,25,175,367,67,242,163,37,119,69,132,25,65,208,38,38,73,100,68,1,180,188,29,22
Jaipur_Mustard_Farm_20240415_rep4,1316,728,487,22,362,635,27,1,387,2493,8,127,85,1022,1329,236,65,80,1059,347,9,23,26,943,132,83,72,211,1,45,32,0,30,21,1503,291,37,33,41,70
Jaipur_Mustard_Farm_20240415_rep5,283,17,97,233,1843,18,699,95,23,413,496,536,106,639,397,76,289,247,27,414,9,16,16,11,557,15,1,150,42,10,24,66,667,18,321,33,7,110,44,0
Jaipur_Mustard_Farm_20240515_rep1,18,1506,446,132,1545,465,36,62,553,1317,32,13,1369,3329,1549,1611,6,526,205,855,991,133,52,34,977,1,7,1446,1,699,101,67,165,137,792,174,639,15,12,178
Jaipur_Mustard_Farm_20240515_rep2,82,76,22,10,351,55,73,105,2,247,11,166,5,546,77,91,276,245,49,387,9,12,33,30,11,5,3,178,1,225,5,63,102,13,175,19,0,433,38,240
Jaipur_Mustard_Farm_20240515_rep3,7,540,2,7,490,6,2,41,36,160,69,8,1,680,99,2,3,54,6,441,14,0,10,100,17,10,451,34,62,40,73,59,234,17,45,62,169,115,34,150
Jaipur_Mustard_Farm_20240515_rep4,94,526,15,125,962,247,552,146,115,408,10,9,72,323,185,224,547,185,106,1890,289,276,4,351,236,1511,37,75,485,0,116,107,82,180,154,123,467,131,28,289
Assam_Tea_Plantation_20240115_rep1,44,49,95,3,1697,233,47,254,638,836,45,131,32,1253,596,7,533,198,237,1058,188,626,270,724,227,722,7,85,3,123,2,642,61,72,37,991,257,567,738,225
Assam_Tea_Plantation_20240115_rep2,57,18,81,118,1645,69,23,138,23,432,126,9,374,555,1256,103,283,800,110,1161,0,46,59,200,9,183,341,13,28,12,5,11,51,47,247,22,116,9,260,143
Assam_Tea_Plantation_20240115_rep3,6,119,32,214,377,9,53,113,65,473,342,7,9,457,628,6,17,277,122,381,1,142,23,183,19,81,61,146,22,104,67,106,327,17,5,5,50,161,43,148
Assam_Tea_Plantation_20240115_rep4,725,27,323,355,890,172,153,0,412,1021,10,5,194,2359,850,322,11,24,181,1314,26,474,192,180,134,1,873,970,712,604,3,385,572,111,1,122,529,9,292,693
Assam_Tea_Plantation_20240115_rep5,91,663,59,780,1426,1046,1274,29,152,1394,722,78,589,2624,2481,810,177,261,6,3060,750,72,1,37,169,95,20,14,305,1276,120,680,136,355,100,225,30,29,189,237
Assam_Tea_Plantation_20240115_rep6,1246,213,728,1224,32,417,503,571,207,441,7,418,14,64,250,57,13,122,51,8,139,23,65,76,208,0,247,35,307,22,29,91,13,103,62,219,83,102,89,237
Assam_Tea_Plantation_20240215_rep1,1772,245,981,279,2002,628,25,363,113,1905,17,250,4,996,1023,152,291,486,430,1232,658,92,7,57,403,328,67,23,41,1363,2455,1299,157,12,19,1701,27,27,658,0
Assam_Tea_Plantation_20240215_rep2,465,521,2123,26,1290,45,159,48,467,1061,173,38,1,516,1660,182,276,20,680,839,668,642,107,19,1359,558,2,60,4,3,72,661,632,227,13,67,8,322,780,481
Assam_Tea_Plantation_20240215_rep3,41,502,11,30,1937,202,986,2,3,1223,348,477,179,1067,298,72,351,100,347,545,532,242,209,2,11,129,183,148,75,42,2042,0,15,121,43,714,18,366,11,2
Assam_Tea_Plantation_20240215_rep4,1,7,11,37,300,132,130,130,62,449,34,121,274,228,363,20,138,93,36,200,67,40,33,1,0,5,33,80,23,62,83,96,115,101,9,89,22,75,75,61
Assam_Tea_Plantation_20240315_rep1,74,20,116,100,941,22,4,18,506,315,188,4,88,294,1530,122,9,186,76,440,28,60,26,154,4,43,23,114,1054,99,8,92,166,150,67,1,180,1,220,12
Assam_Tea_Plantation_20240315_rep2,449,0,17,811,1851,296,149,0,379,389,90,20,247,3041,812,790,34,875,130,563,20,135,1818,674,1505,384,152,166,205,24,222,387,1193,2,204,23,96,2,135,491
Assam_Tea_Plantation_20240315_rep3,747,770,412,166,41,255,211,67,17,62,110,2,138,60,0,15,0,9,20,131,12,6,133,16,2,1,0,1,10,18,75,141,23,3,9,7,42,22,26,0
Assam_Tea_Plantation_20240315_rep4,8,14,213,428,1055,43,86,3,92,459,15,334,121,1023,116,184,195,7,88,1385,1,0,48,530,41,0,347,149,279,391,147,4,90,48,920,59,103,78,246,176
Assam_Tea_Plantation_20240315_rep5,434,99,408,76,858,798,121,11,93,729,0,90,265,1876,592,812,69,144,952,2155,442,17,211,181,241,0,223,762,652,187,1107,251,79,71,1034,512,4,139,998,408
Assam_Tea_Plantation_20240415_rep1,64,311,280,20,923,47,40,70,0,786,34,302,36,714,444,36,510,685,8,437,50,70,70,2,169,15,8,36,214,3,414,45,186,77,136,257,17,191,4,2
Assam_Tea_Plantation_20240415_rep2,170,16,16,16,237,35,118,3,131,547,40,0,37,452,821,4,101,16,147,117,13,49,93,53,184,0,0,101,7,59,108,103,222,18,214,147,27,4,47,0
Assam_Tea_Plantation_20240415_rep3,1930,2600,2787,593,66,582,718,963,59,31,30,69,176,493,886,298,830,222,761,979,651,6,2443,769,13,46,528,3,651,72,150,1000,422,318,210,81,1021,419,576,359
Assam_Tea_Plantation_20240415_rep4,178,127,382,677,1423,855,274,415,923,2143,157,875,59,2127,738,171,72,260,140,737,827,28,26,108,472,2856,31,10,164,98,49,118,11,17,2,31,938,179,251,815
Assam_Tea_Plantation_20240415_rep5,322,41,1025,269,224,1001,900,505,197,901,44,61,95,2994,1115,69,823,102,120,1924,271,62,26,662,333,136,434,246,91,290,94,256,181,707,167,130,893,107,670,1
Assam_Tea_Plantation_20240515_rep1,5,0,454,1,1515,13,249,389,289,2638,3,30,84,2772,648,140,3191,873,87,2737,662,222,978,14,1373,36,52,171,0,829,26,23,954,14,1713,165,11,9,8,1107
Assam_Tea_Plantation_20240515_rep2,45,1035,1120,142,1697,165,50,258,16,829,241,18,279,814,418,15,682,287,83,805,620,17,305,276,173,321,18,643,149,4,61,239,84,251,399,121,31,493,784,364
Assam_Tea_Plantation_20240515_rep3,163,644,798,61,321,387,5,0,16,730,298,171,55,827,920,408,13,1178,1237,2346,246,720,397,525,780,2,313,227,70,646,166,45,6,34,380,163,309,10,2,13
Bhopal_Soybean_Zone_20240115_rep1,98,358,159,2,598,3,7,7,176,369,352,67,147,585,1823,95,83,80,183,188,60,107,1,21,746,1,67,91,422,147,8,515,7,47,400,58,20,23,92,1
Bhopal_Soybean_Zone_20240115_rep2,4978,552,1012,1056,518,1312,914,863,178,164,163,38,10,227,176,135,896,62,269,1020,380,63,379,77,567,304,74,263,1558,600,31,161,155,1231,1,1,83,59,120,956
Bhopal_Soybean_Zone_20240115_rep3,1789,352,907,252,571,727,1707,2313,0,20,726,183,523,96,235,115,802,13,931,25,36,5,201,609,1418,261,52,647,45,85,807,126,60,738,424,334,515,197,346,946
Bhopal_Soybean_Zone_20240115_rep4,2449,520,1683,823,11,636,1156,286,300,98,161,326,1136,298,574,841,137,2,89,0,96,327,885,204,299,552,23,188,154,267,297,466,235,1,418,0,844,137,249,352
Bhopal_Soybean_Zone_20240215_rep1,2612,1387,769,587,107,274,759,158,347,623,98,154,337,578,143,238,112,38,1,52,567,244,355,533,192,48,269,220,121,0,2,202,6,6,130,1434,41,78,30,1069
Bhopal_Soybean_Zone_20240215_rep2,24,31,238,286,2951,2179,142,26,0,515,0,564,2,1716,1742,5,23,288,664,2835,0,5,181,18,1417,61,18,162,57,1452,386,267,91,84,126,40,3134,435,281,385
Bhopal_Soybean_Zone_20240215_rep3,2977,1126,590,309,55,893,1327,1403,739,230,11,756,211,194,108,6,114,167,123,2,281,183,1,39,1000,68,2,44,207,536,381,86,174,642,3,1726,171,6,509,14
Bhopal_Soybean_Zone_20240315_rep1,2573,1047,2663,969,2,4399,808,1929,332,875,1386,7,32,167,1,7,749,51,263,3,546,736,21,32,669,16,19,14,965,449,74,48,355,70,573,392,115,163,61,97
Bhopal_Soybean_Zone_20240315_rep2,1420,1493,1500,1495,492,659,836,802,394,85,812,93,334,1043,408,235,384,5,53,227,52,271,209,874,135,58,912,30,149,3,246,496,92,0,76,45,94,1254,206,370
Bhopal_Soybean_Zone_20240315_rep3,2236,553,936,688,539,613,1069,1264,409,140,984,61,103,64,32,246,267,247,10,2,30,683,145,115,456,0,1,14,86,339,37,186,40,78,17,582,239,2,16,3
Bhopal_Soybean_Zone_20240315_rep4,3137,1340,1271,823,0,1189,2031,736,598,216,0,118,22,8,247,19,83,743,248,227,293,251,97,17,11,4,45,1,288,118,953,603,58,232,129,183,30,17,533,107
Bhopal_Soybean_Zone_20240315_rep5,466,264,323,99,147,225,162,199,189,15,70,56,25,12,53,90,85,12,18,23,2,3,34,36,9,0,1,64,115,57,4,14,1,147,41,7,4,246,139,31
Bhopal_Soybean_Zone_20240315_rep6,497,57,352,561,2984,681,123,2323,842,1007,60,470,80,1562,1983,910,64,812,58,2699,679,256,586,167,795,212,172,2,621,490,438,249,294,245,58,71,499,1012,22,4
Bhopal_Soybean_Zone_20240415_rep1,2825,844,1489,738,485,657,580,747,601,90,628,180,559,86,23,0,68,249,308,98,315,379,159,38,318,53,6,33,89,145,2,138,47,422,30,6,169,22,135,338
Bhopal_Soybean_Zone_20240415_rep2,224,170,224,792,884,14,657,484,328,1832,237,187,268,855,2229,255,328,243,63,997,31,188,101,11,2,123,177,135,21,681,26,2,1121,939,41,519,599,99,20,184
Bhopal_Soybean_Zone_20240415_rep3,719,347,279,435,127,176,175,45,17,12,359,33,41,50,4,20,137,36,6,13,1,2,52,113,4,46,0,21,4,166,2,83,15,50,0,28,17,56,14,106
Bhopal_Soybean_Zone_20240515_rep1,1087,1271,233,872,4,202,258,1826,294,518,179,1,154,83,64,1335,29,120,113,417,162,5,1,5,3,392,1,23,70,165,232,21,346,149,110,99,34,254,12,44
Bhopal_Soybean_Zone_20240515_rep2,769,490,74,78,889,18,182,121,215,1675,51,157,106,842,796,142,8,456,98,380,597,90,0,11,1657,77,386,322,553,377,34,764,92,333,46,0,24,10,185,222
Bhopal_Soybean_Zone_20240515_rep3,1223,1778,994,1686,752,1799,121,77,686,545,64,165,532,378,14,175,406,9,284,273,11,288,247,418,17,149,1043,59,4,162,576,586,187,2098,176,37,183,11,22,12
Kerala_Paddy_Wetland_20240115_rep1,544,591,664,360,1246,932,3,38,13,2701,908,99,488,2061,919,1104,553,293,45,322,153,163,194,1500,654,535,310,48,63,1185,742,409,489,40,1404,112,39,225,229,199
Kerala_Paddy_Wetland_20240115_rep2,788,255,380,79,1178,167,100,133,447,2481,389,3,282,1750,592,1,364,319,470,1912,67,273,2,261,684,39,433,94,79,82,2793,29,636,200,378,695,99,2,1382,664
Kerala_Paddy_Wetland_20240115_rep3,303,177,32,174,1952,265,2669,33,758,631,0,341,361,565,2654,721,6,54,114,2473,813,4,1093,208,246,838,317,162,677,16,1587,101,19,390,185,700,15,248,693,197
Kerala_Paddy_Wetland_20240115_rep4,33,362,119,2,171,121,68,216,341,142,294,41,0,391,785,61,61,100,5,259,23,78,103,62,182,13,191,11,53,58,86,226,91,21,111,279,246,18,71,20
Kerala_Paddy_Wetland_20240215_rep1,463,847,201,314,3248,250,95,71,737,762,258,55,31,1101,412,325,357,100,332,846,22,202,70,164,35,17,770,0,533,592,553,32,35,122,76,65,504,23,131,89
Kerala_Paddy_Wetland_20240215_rep2,2,1041,129,378,2412,98,129,6,393,2042,581,222,464,1709,286,1448,16,8,83,1842,155,0,71,465,88,61,64,101,89,353,119,194,12,668,563,76,32,998,12,307
Kerala_Paddy_Wetland_20240215_rep3,61,166,479,147,376,30,1,19,196,226,119,27,49,238,169,125,21,0,45,214,65,3,59,32,2,85,102,31,179,41,221,83,69,6,4,331,67,30,8,32
Kerala_Paddy_Wetland_20240215_rep4,1010,785,2,546,862,382,125,538,561,1385,37,116,16,426,1057,0,15,43,0,635,4,76,344,16,2,61,437,190,372,0,517,156,848,85,6,363,7,1,5,1536
Kerala_Paddy_Wetland_20240215_rep5,27,62,19,24,508,119,134,358,230,830,1,11,100,522,565,191,166,55,30,485,231,37,119,240,24,41,25,232,33,45,169,64,29,62,25,214,39,65,137,58
Kerala_Paddy_Wetland_20240215_rep6,118,612,1958,26,438,359,242,20,833,3991,63,8,158,727,2952,134,53,27,203,1494,856,208,368,77,10,8,37,345,316,288,295,115,659,114,359,137,16,13,722,167
Kerala_Paddy_Wetland_20240315_rep1,470,2676,1093,1013,297,1416,681,640,1094,0,55,275,1766,16,454,61,32,108,55,2,1,252,186,23,119,17,44,102,92,536,381,240,752,700,38,564,200,30,528,528
Kerala_Paddy_Wetland_20240315_rep2,9,146,306,68,205,139,8,155,324,451,137,38,2,1744,200,124,56,655,116,1185,119,158,146,13,143,12,209,5,202,37,8,375,255,81,157,231,287,209,114,964
Kerala_Paddy_Wetland_20240315_rep3,186,105,461,157,421,10,26,218,20,413,0,372,449,1267,494,440,112,72,155,236,3,191,124,59,103,0,200,105,424,197,259,186,131,113,185,323,384,199,367,14
Kerala_Paddy_Wetland_20240315_rep4,633,208,968,243,1062,471,3355,152,140,491,336,226,71,2388,758,420,110,1045,864,2370,91,227,163,204,1136,96,64,388,33,152,132,72,121,26,0,22,171,90,487,101
Kerala_Paddy_Wetland_20240315_rep5,269,109,134,453,258,2,267,28,73,891,33,39,156,102,439,543,409,42,145,697,2,87,85,12,17,79,53,24,315,46,117,4,112,5,99,170,41,0,10,8
Kerala_Paddy_Wetland_20240315_rep6,134,9,110,5,401,9,16,1,23,107,0,40,5,155,65,3,182,219,185,126,48,63,35,237,1,94,64,18,487,69,11,32,12,98,179,0,141,2,2,59
Kerala_Paddy_Wetland_20240415_rep1,392,86,198,123,1321,23,3,758,98,1519,108,45,2,2302,4019,48,169,229,1191,3607,308,231,382,39,3,107,249,1187,279,72,4,9,199,7,171,20,150,137,961,37
Kerala_Paddy_Wetland_20240415_rep2,143,20,658,1168,329,1782,342,44,589,1486,48,692,261,1083,740,264,180,54,46,1872,482,494,85,90,5,260,60,197,274,97,508,1659,144,788,727,163,282,610,1559,121
Kerala_Paddy_Wetland_20240415_rep3,945,493,5,158,2251,783,6,75,229,873,1291,38,17,1451,1896,1299,770,203,284,1845,915,202,627,83,2,545,977,822,424,504,1481,216,462,1150,136,66,589,60,49,122
Kerala_Paddy_Wetland_20240515_rep1,4999,1312,483,1164,224,592,1240,602,549,353,78,9,291,61,205,158,0,392,77,1,639,177,18,145,521,9,461,95,82,1078,284,680,95,28,615,22,693,35,5,67
Kerala_Paddy_Wetland_20240515_rep2,228,25,164,671,1864,1,0,40,741,287,7,2,106,736,218,32,532,20,51,218,8,46,451,37,388,59,504,19,9,357,109,9,354,32,44,254,466,36,592,486
Kerala_Paddy_Wetland_20240515_rep3,406,66,221,63,319,0,515,132,858,529,37,347,105,397,780,101,111,116,56,1038,52,213,43,36,158,1,268,355,138,15,562,8,141,888,101,34,56,31,36,560
Kerala_Paddy_Wetland_20240515_rep4,596,128,0,91,587,67,178,3,177,484,280,532,57,326,614,21,26,476,116,74,240,101,183,106,165,531,477,108,457,257,125,18,68,343,17,275,346,80,87,25
Punjab_Wheat_Belt_20240115_rep1,421,138,63,739,956,44,19,463,5,154,41,64,68,743,734,4,368,0,171,345,311,326,121,133,53,439,13,15,4,312,121,34,30,14,0,33,1,183,113,93
Punjab_Wheat_Belt_20240115_rep2,186,869,9,339,1469,35,179,141,323,1136,2125,337,46,2132,3516,756,4,88,294,2232,149,655,14,73,30,199,890,8,39,11,504,958,64,711,263,171,5,5,97,111
Punjab_Wheat_Belt_20240115_rep3,36,842,223,25,167,1085,5,476,61,762,43,544,1,618,25,65,53,4,94,2244,26,9,998,26,105,248,167,69,140,265,2,369,30,173,17,225,9,0,201,6
Punjab_Wheat_Belt_20240215_rep1,337,180,33,845,1232,173,64,602,67,1392,114,159,196,953,2643,1138,1028,1100,10,883,32,1123,323,3,9,77,95,231,461,310,65,12,103,386,409,37,0,139,7,1135
Punjab_Wheat_Belt_20240215_rep2,19,93,12,991,1393,186,94,682,758,463,8,71,66,2555,599,6,173,247,213,454,94,236,156,285,152,19,281,91,214,338,4,86,598,296,61,180,449,1190,75,107
Punjab_Wheat_Belt_20240215_rep3,28,85,82,44,550,30,55,3,317,624,608,129,74,255,583,1323,149,317,351,1546,4,618,371,88,64,924,14,53,223,26,43,112,15,552,155,966,58,214,27,585
Punjab_Wheat_Belt_20240315_rep1,28,49,52,10,484,14,0,131,6,384,30,12,0,1040,733,2,8,17,60,468,33,137,229,134,124,330,243,20,85,198,266,375,395,22,2,40,0,5,162,1
Punjab_Wheat_Belt_20240315_rep2,119,32,419,84,461,62,122,1,369,1592,29,26,5,695,651,270,55,102,7,258,84,24,236,89,273,259,151,111,447,51,47,14,75,332,10,39,33,337,45,94
Punjab_Wheat_Belt_20240315_rep3,6,1783,698,686,4886,517,306,486,19,226,548,277,71,215,307,818,102,233,1172,2546,799,27,85,307,7,227,9,1257,62,1348,1246,1802,224,127,19,855,16,141,226,21
Punjab_Wheat_Belt_20240315_rep4,19,425,31,30,472,39,62,1,104,173,30,19,199,37,465,7,43,41,74,335,126,6,2,58,1,37,16,85,53,92,7,24,16,6,1,74,4,8,58,30
Punjab_Wheat_Belt_20240415_rep1,797,1072,597,795,43,206,1477,264,1,188,26,223,95,60,374,65,63,0,1,34,2,284,4,84,2,13,43,18,118,20,583,35,49,29,161,55,47,241,482,15
Punjab_Wheat_Belt_20240415_rep2,201,35,352,73,2054,248,6,275,112,2213,37,319,327,1195,1163,28,480,683,1130,1329,28,3,127,96,7,705,96,501,3,49,185,997,260,19,176,155,156,720,719,196
Punjab_Wheat_Belt_20240415_rep3,942,98,60,411,785,462,8,64,962,456,1142,196,20,1599,694,3,946,97,1497,789,218,2094,188,819,189,342,5,185,25,213,301,202,1070,251,8,743,700,0,32,1294
Punjab_Wheat_Belt_20240515_rep1,218,199,135,124,859,4,141,149,119,895,148,109,160,372,1308,160,254,65,124,1011,5,15,536,461,32,36,163,23,148,198,49,435,256,4,7,385,122,10,389,441
Punjab_Wheat_Belt_20240515_rep2,277,39,94,23,86,149,6,105,147,298,130,12,49,754,656,569,2,2,0,1088,608,80,183,1,4,427,197,1030,26,149,73,111,119,0,2,37,135,650,141,4
Punjab_Wheat_Belt_20240515_rep3,248,124,152,46,3489,32,575,856,49,363,412,584,0,1439,949,279,69,421,106,634,121,212,63,1164,607,138,50,142,264,340,77,1006,733,4,1421,590,611,52,168,207
Varanasi_Rice_Farm_20240115_rep1,15,113,0,3,1265,40,151,266,3,813,0,251,88,887,930,12,466,183,206,495,22,65,20,127,96,4,13,90,189,0,14,881,89,45,818,19,8,353,446,35
Varanasi_Rice_Farm_20240115_rep2,272,578,261,256,191,118,106,206,8,54,12,1,7,17,3,0,121,0,0,2,64,14,7,132,8,5,7,16,0,29,7,10,18,82,62,65,146,156,42,20
Varanasi_Rice_Farm_20240115_rep3,95,81,607,23,2166,281,100,2045,1,627,37,859,421,1605,1586,32,540,466,97,815,279,357,127,35,114,6,350,117,629,4,29,241,122,247,913,86,38,288,445,130
Varanasi_Rice_Farm_20240115_rep4,889,1974,4192,1565,23,610,364,545,391,1343,84,4,1282,2300,163,186,41,251,217,2171,16,1037,806,37,660,74,253,147,503,647,58,616,283,4,2,20,166,142,143,177
Varanasi_Rice_Farm_20240115_rep5,165,167,551,441,1300,190,306,518,323,292,864,381,406,2678,788,15,12,21,52,1130,1,168,150,161,293,458,814,115,39,791,7,514,276,77,82,790,861,444,20,24
Varanasi_Rice_Farm_20240115_rep6,256,495,382,908,112,570,112,424,119,30,65,504,83,5,383,1,376,127,224,6,18,72,16,88,219,198,256,98,177,10,486,312,270,321,819,260,257,0,128,171
Varanasi_Rice_Farm_20240215_rep1,1012,274,382,89,1632,28,132,619,1254,1444,792,361,687,2013,1339,253,225,13,1109,368,0,635,54,22,898,11,272,221,578,1,12,2606,6,1797,301,758,84,2,290,309
Varanasi_Rice_Farm_20240215_rep2,205,45,445,133,766,105,7,7,679,823,68,5,196,303,57,29,237,5,34,710,107,0,291,1,288,13,0,75,40,34,1,71,3,382,202,75,82,6,223,2
Varanasi_Rice_Farm_20240215_rep3,102,1061,158,304,2148,143,17,182,824,2482,111,318,393,930,4404,1595,597,81,282,1821,205,131,234,823,10,1,434,18,82,375,637,19,165,5,279,88,115,58,26,2183
Varanasi_Rice_Farm_20240215_rep4,18,11,149,30,308,137,57,265,353,454,163,242,147,724,376,217,54,23,72,90,102,41,0,45,26,303,86,325,79,161,21,5,57,232,67,18,66,270,19,3
